u, y
-0.03514214515686035, 0.356965035200119
-0.03580101728439331, 0.19775556027889252
-0.03647144794464111, 0.1999954730272293
-0.03713426113128662, 0.1999954730272293
-0.03780048608779907, 0.20876772701740265
-0.03846827745437622, 0.3390953242778778
-0.03913549661636352, 0.2311147004365921
-0.039801185131072996, 0.2311147004365921
-0.040467689037323, 0.4117034375667572
-0.04116649389266968, 0.3619825541973114
-0.0418003249168396, 0.37636712193489075
-0.042468373775482175, 0.3382171094417572
-0.04313379764556884, 0.39208292961120605
-0.043800702095031736, 0.1150408387184143
-0.044467720985412594, 0.08759374916553497
-0.04513373851776123, 0.3448388874530792
-0.04580097913742065, 0.28730323910713196
-0.046467776298522945, 0.1373896598815918
-0.04718765258789062, 0.17912733554840088
-0.047800047397613524, 0.17912733554840088
-0.0484688401222229, 0.27170830965042114
-0.04914714574813842, 0.2573745548725128
-0.04980113983154297, 0.2318122684955597
-0.05046763658523559, 0.2853250205516815
-0.0511394190788269, 0.3179904818534851
-0.051801352500915526, 0.37872135639190674
-0.05247204780578613, 0.3239336311817169
-0.053134589195251464, 0.3163050413131714
-0.05380072116851806, 0.22592152655124664
-0.05446784019470215, 0.3125331997871399
-0.05514088153839111, 0.40871983766555786
-0.055804646015167235, 0.3125331997871399
-0.05646790981292724, 0.3042515218257904
-0.057139835357666015, 0.17522408068180084
-0.05780421495437622, 0.19080710411071777
-0.0584964108467102, 0.17582152783870697
-0.05913393974304199, 0.3087894022464752
-0.059800479412078854, 0.3163050413131714
-0.05953158617019653, 0.3839344382286072
-0.05886335134506225, 0.3226543068885803
-0.05819907903671265, 0.27247563004493713
-0.05753253221511841, 0.2626015543937683
-0.05686635732650756, 0.5122630000114441
-0.05619678497314453, 0.5251098275184631
-0.05553203344345092, 0.4107072949409485
-0.05486638069152832, 0.418721467256546
-0.054199283123016355, 0.37542811036109924
-0.05353246450424194, 0.18862506747245789
-0.052864744663238525, 0.5490505695343018
-0.05219958543777466, 0.3142060935497284
-0.05153224468231201, 0.18862506747245789
-0.05086672067642212, 0.21607287228107452
-0.05019895792007446, 0.3303780257701874
-0.04953353404998779, 0.28374841809272766
-0.048866200447082515, 0.28374841809272766
-0.0481976580619812, 0.19711817800998688
-0.047531776428222657, 0.20647309720516205
-0.046861932277679444, 0.19935405254364014
-0.046196143627166744, 0.18955853581428528
-0.04553167819976806, 0.2006380259990692
-0.04486437320709229, 0.2006380259990692
-0.04419402837753296, 0.25515347719192505
-0.043531715869903564, 0.18862506747245789
-0.04286526918411255, 0.1861482560634613
-0.042198522090911864, 0.16814027726650238
-0.04151895046234131, 0.13976219296455383
-0.0408653998374939, 0.19489634037017822
-0.04019651412963867, 0.2167440503835678
-0.039531776905059816, 0.1421557366847992
-0.03886467218399048, 0.05748103931546211
-0.03819849014282226, 0.05405610799789429
-0.037531986236572265, 0.20484283566474915
-0.03686627626419067, 0.20484283566474915
-0.03619999408721924, 0.1472781002521515
-0.03553258180618286, 0.061354994773864746
-0.034865906238555906, 0.0732623040676117
-0.034198815822601314, 0.0732623040676117
-0.03353026628494263, 0.05439445376396179
-0.032862710952758785, 0.1914331018924713
-0.03219891786575317, 0.19363299012184143
-0.03153257131576538, 0.07191351056098938
-0.030866382122039793, 0.054733723402023315
-0.030199463367462157, 0.046369802206754684
-0.029533488750457762, 0.05748103931546211
-0.028862857818603514, 0.05817708373069763
-0.028194451332092283, 0.059404049068689346
-0.02752925634384155, 0.058876823633909225
-0.026866500377655027, 0.0
-0.02619875907897949, 0.0
-0.02553063154220581, 0.03445616364479065
-0.024862868785858153, 0.06297202408313751
-0.024198875427246094, 0.05696142092347145
-0.023532607555389405, 0.06406046450138092
-0.022862870693206788, 0.055928416550159454
-0.022199413776397704, 0.055928416550159454
-0.021532473564147947, 0.05221164971590042
-0.02086069107055664, 0.05696142092347145
-0.02019658327102661, 0.04495590180158615
-0.01952967882156372, 0.062430933117866516
-0.018830630779266357, 0.058876823633909225
-0.018197364807128906, 0.05171344801783562
-0.01753230571746826, 0.0036107071209698915
-0.01686549425125122, 0.06812280416488647
-0.01619866132736206, 0.05627182871103287
-0.01553124189376831, 0.05748103931546211
-0.014863321781158447, 0.0
-0.014198756217956542, 0.0
-0.013532452583312989, 0.0
-0.0128627872467041, 0.0
-0.012198307514190673, 0.0
-0.01153031587600708, 0.0
-0.010854256153106688, 0.0
-0.010197951793670654, 0.0
-0.009532270431518554, 0.0
-0.008852255344390868, 0.0
-0.008196794986724853, 0.0
-0.0075326371192932125, 0.0
-0.006852815151214599, 0.00010635492071742192
-0.006199071407318115, 0.0
-0.00553119421005249, 0.0
-0.004864346981048584, 0.0
