u, y
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
-0.03, 0.0
-0.03, 0.0
-0.03, 0.1253376305103302
-0.03, 0.4172109365463257
-0.03, 0.28100210428237915
-0.03, 0.0
-0.03, 0.0771791934967041
-0.03, 0.0771791934967041
-0.03, 0.6995412111282349
-0.03, 0.3163050413131714
-0.03, 0.1812485009431839
-0.03, 0.09098832309246063
-0.03, 0.2865109443664551
-0.03, 0.2865109443664551
-0.03, 0.062071364372968674                                                                                                                                              
-0.03, 0.11289168894290924
-0.03, 0.29248565435409546
-0.03, 0.3108658194541931
-0.03, 0.18003474175930023
-0.03, 0.18246673047542572
0, 0.3179904818534851
0, 0.35787397623062134
0, 0.35787397623062134
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
-0.03, 0.0
-0.03, 0.0
-0.03, 0.1253376305103302
-0.03, 0.49453774094581604
-0.03, 0.20289607346057892
-0.03, 0.05221164971590042
-0.03, 0.0
-0.03, 0.12087054550647736
-0.03, 0.8056007623672485
-0.03, 0.43765389919281006
-0.03, 0.08159632980823517
-0.03, 0.1124168261885643
-0.03, 0.3945009708404541
-0.03, 0.17912733554840088
-0.03, 0.08119005709886551                                                                                                                                              
-0.03, 0.2174164205789566
-0.03, 0.25001510977745056
-0.03, 0.2581174373626709
-0.03, 0.2581174373626709
-0.03, 0.23356151580810547
0, 0.546016275882721
0, 0.3954709470272064
0, 0.2759445905685425
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0                                                                                                                                              
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
-0.03, 0.0
-0.03, 0.0
-0.03, 0.0
-0.03, 0.0
-0.03, 0.3470642864704132
-0.03, 0.21540287137031555
-0.03, 0.0
-0.03, 0.09379151463508606
-0.03, 0.13503804802894592
-0.03, 0.9911395907402039
-0.03, 0.09034717828035355
-0.03, 0.09034717828035355
-0.03, 0.2130671888589859
-0.03, 0.28374841809272766
-0.03, 0.3945009708404541
-0.03, 0.18862506747245789                                                                                                                                              
-0.03, 0.352893203496933
-0.03, 0.352893203496933
-0.03, 0.2573745548725128
-0.03, 0.08992095291614532
0, 0.40181398391723633
0, 0.42175349593162537
0, 0.04957848787307739
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
-0.03, 0.0
-0.03, 0.0
-0.03, 0.11076260358095169
-0.03, 0.4528906047344208
-0.03, 0.10865351557731628
-0.03, 0.051382459700107574
-0.03, 0.0
-0.03, 0.09862801432609558
-0.03, 0.7193884253501892
-0.03, 0.09227706491947174
-0.03, 0.08949567377567291
-0.03, 0.10019143670797348
-0.03, 0.4052571654319763
-0.03, 0.31336894631385803                                                                                                                                              
-0.03, 0.1806410700082779
-0.03, 0.3619825541973114
-0.03, 0.7752270102500916
-0.03, 0.38919419050216675
-0.03, 0.18246673047542572
-0.03, 0.18246673047542572
0, 0.5339986681938171
0, 0.19363299012184143
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
-0.03, 0.0
-0.03, 0.0
-0.03, 0.09227706491947174
-0.03, 0.463606595993042
-0.03, 0.10564221441745758
-0.03, 0.04097598046064377
-0.03, 0.11194295436143875
-0.03, 0.12810781598091125
-0.03, 0.5369852185249329
-0.03, 0.24385815858840942
-0.03, 0.08200354874134064
-0.03, 0.2648608684539795
-0.03, 0.2648608684539795
-0.03, 0.11289168894290924                                                                                                                                              
-0.03, 0.16235704720020294
-0.03, 0.25331124663352966
-0.03, 0.5750192999839783
-0.03, 0.2802203893661499
-0.03, 0.379665732383728
-0.03, 0.4412993788719177
0, 0.4172109365463257
0, 0.4172109365463257
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0                                                                                                                                              
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
-0.03, 0.0
-0.03, 0.0
-0.03, 0.0
-0.03, 0.13503804802894592
-0.03, 0.256632924079895
-0.03, 0.12210322171449661
-0.03, 0.03389931842684746
-0.03, 0.09379151463508606
-0.03, 0.2821771204471588
-0.03, 0.3192582428455353
-0.03, 0.09098832309246063
-0.03, 0.17852377891540527
-0.03, 0.2467443197965622
-0.03, 0.1298866719007492                                                                                                                                              
-0.03, 0.1298866719007492
-0.03, 0.15416266024112701
-0.03, 0.3087894022464752
-0.03, 0.27866095304489136
-0.03, 0.16235704720020294
-0.03, 0.3815591037273407
0, 0.3815591037273407
0, 0.33254390954971313
0, 0.08159632980823517
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0                                                                                                                                              
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
-0.03, 0.0
-0.03, 0.0
-0.03, 0.0
-0.03, 0.38584163784980774
-0.03, 0.38584163784980774
-0.03, 0.0660775899887085
-0.03, 0.0
-0.03, 0.10109016299247742
-0.03, 0.1472781002521515
-0.03, 0.10064031183719635
-0.03, 0.10064031183719635
-0.03, 0.10564221441745758
-0.03, 0.13608062267303467
-0.03, 0.11147007346153259
-0.03, 0.09227706491947174
-0.03, 0.12483725696802139
-0.03, 0.32095345854759216
-0.03, 0.21140767633914948
-0.03, 0.08717372268438339
-0.03, 0.08571112155914307
0, 0.21008536219596863
0, 0.27247563004493713
0, 0.07897242158651352
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0                                                                                                                                              
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
-0.03, 0.0
-0.03, 0.0
-0.03, 0.09227706491947174
-0.03, 0.09227706491947174
-0.03, 0.1150408387184143
-0.03, 0.09818350523710251
-0.03, 0.0
-0.03, 0.09270856529474258
-0.03, 0.6090468764305115
-0.03, 0.6090468764305115
-0.03, 0.08078473061323166
-0.03, 0.08801472932100296
-0.03, 0.1767197996377945
-0.03, 0.4481240510940552                                                                                                                                              
-0.03, 0.07364977896213531
-0.03, 0.07364977896213531
-0.03, 0.36106693744659424
-0.03, 0.09422637522220612
-0.03, 0.0886479914188385
-0.03, 0.08488057553768158
0, 0.39111846685409546
0, 0.39111846685409546
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0                                                                                                                                              
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
-0.03, 0.0
-0.03, 0.0
-0.03, 0.1426904797554016
-0.03, 0.3087894022464752
-0.03, 0.10312651097774506
-0.03, 0.05558592453598976
-0.03, 0.04157814756035805
-0.03, 0.11289168894290924
-0.03, 0.7156808972358704
-0.03, 0.24928607046604156
-0.03, 0.09227706491947174
-0.03, 0.09227706491947174
-0.03, 0.2130671888589859
-0.03, 0.09098832309246063
-0.03, 0.07857228070497513
-0.03, 0.093357615172863
-0.03, 0.2592341899871826
-0.03, 0.2592341899871826
-0.03, 0.08949567377567291
-0.03, 0.18003474175930023
0, 0.28100210428237915
0, 0.17314164340496063
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0                                                                                                                                              
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
-0.03, 0.0
-0.03, 0.0
-0.03, 0.15978984534740448
-0.03, 0.3390953242778778
-0.03, 0.09974353760480881
-0.03, 0.015856435522437096
-0.03, 0.005641755182296038
-0.03, 0.09227706491947174
-0.03, 0.4855588972568512
-0.03, 0.16235704720020294
-0.03, 0.0918465256690979
-0.03, 0.09907349944114685
-0.03, 0.1026722863316536
-0.03, 0.18522408604621887
-0.03, 0.16930995881557465
-0.03, 0.09707646071910858
-0.03, 0.09707646071910858
-0.03, 0.11194295436143875
-0.03, 0.09227706491947174
-0.03, 0.09422637522220612
0, 0.1258390247821808
0, 0.0886479914188385
0, 0.09907349944114685
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
