u, y
-0.0011603338416676795, 0.0
-0.006690099412312047, 0.0
-0.01453200024896271, 0.0
-0.02080559130922619, 0.08759374916553497
-0.022133463312265154, 0.1511131078004837
-0.018155341478754555, 0.1649460792541504
-0.011856906230065987, 0.1649460792541504
-0.0074112218211770525, 0.0918465256690979
-0.0072795541059007506, 0.0886479914188385
-0.010821722379409173, 0.0771791934967041
-0.015273330433701968, 0.07857228070497513
-0.017994393100161203, 0.03362228721380234
-0.018091923808046546, 0.07817307859659195
-0.016391216574941365, 0.11336754262447357
-0.014266319501892097, 0.11818073689937592
-0.012593174270704943, 0.1176949292421341
-0.011561641252721955, 0.11029219627380371
-0.011054957224272646, 0.06943895667791367
-0.010891467002651683, 0.08675464987754822
-0.010709832803693382, 0.06406046450138092
-0.009932168075109587, 0.037007901817560196
-0.008210710355756701, 0.03362228721380234
-0.006065132554840209, 0.03445616364479065
-0.004911509130164977, 0.03197965770959854
-0.006098206810953168, 0.03238717094063759
-0.009609276339536826, 0.0
-0.013676043349418555, 0.0
-0.01589398512560803, 0.07287576794624329
-0.015046616527508445, 0.0
-0.01203999251998553, 0.09575597941875458
-0.009045132666598042, 0.11672631651163101
-0.007587927132871489, 0.12087054550647736
-0.007359486433639456, 0.07857228070497513
-0.006875257566980528, 0.03600664064288139
-0.005325330851416194, 0.0
-0.0037423088803677576, 0.0
-0.004210387812455106, 0.0
-0.007755649179252897, 0.0
-0.01295651799263857, 0.0
-0.01676954015614982, 0.0
-0.01699898722802802, 0.001118174404837191
-0.014193452016225967, 0.11336754262447357
-0.011159895705884444, 0.12433788925409317
-0.010454517805214617, 0.12483725696802139
-0.01212987906959791, 0.1384415328502655
-0.013840582090991455, 0.07501330226659775
-0.01323553067280786, 0.10109016299247742
-0.010402255037929391, 0.06737583875656128
-0.008024604580149936, 0.07076650857925415
-0.009009358312260598, 0.09227706491947174
-0.0137027810189842, 0.03831189498305321
-0.01925464850495463, 0.0
-0.021780503580751905, 0.0
-0.019474382115838847, 0.0918465256690979
-0.014006107383997018, 0.09227706491947174
-0.009090992398972764, 0.12087054550647736
-0.007570783160427374, 0.10403788834810257
-0.009484245362511926, 0.05105239525437355
-0.012534605037208778, 0.062071364372968674
-0.014217336540573229, 0.0
-0.013639203751456278, 0.030238058418035507
-0.011687483387791252, 0.08529537916183472
-0.009854851696447203, 0.07364977896213531
-0.009047294073337063, 0.10818753391504288
-0.009300065832682194, 0.06297202408313751
-0.010194603311882672, 0.06297202408313751
-0.011200031810513923, 0.06011025235056877
-0.011638653408359494, 0.03572264686226845
-0.010737692308702633, 0.06663259118795395
-0.008232116121034444, 0.06663259118795395
-0.005139693328370876, 0.08759374916553497
-0.003672184095292186, 0.06297202408313751
-0.005772964564504896, 0.0
-0.011208238261101164, 0.0
-0.01702734116002512, 0.0
-0.019364408329695684, 0.0
-0.016457615594778013, 0.09422637522220612
-0.010337739738419862, 0.09619516879320145
-0.005458707388187319, 0.12810781598091125
-0.00515096008731928, 0.10518261045217514
-0.008873787170458936, 0.08529537916183472
-0.012756769447330975, 0.04188061133027077
-0.013074534185824008, 0.0
-0.009597346533316904, 0.042183998972177505
-0.005754212547952383, 0.07857228070497513
-0.005390900114949287, 0.0
-0.009069289372275278, 0.1047239899635315
-0.01338004778288759, 0.0
-0.014030308068791787, 0.0
-0.009946634287419643, 0.06737583875656128
